"locus","slope","mid","G1","p.val1","G2","p.val2","X1","Y1","X2","Y2","c","w","sig.sd"
"270_151.01","-0.550878750229742","37.0440161665136","6.8964164202864","0.0752736502557482","6.85521986657763","0.00883826799076137","36.9372460121722","0.151792839918189","37.1507863208551","0.0341580215472668","59475730.1205381","85246419.6744706","0.068010236267563"
"317_138.03","-0.00477536450216798","42.7225044813044","0.700802061676281","0.873015279842656","0.658904342327244","0.416947018291389","36.9450085115221","0.952377001626829","48.5000004510867","0.897197703295795","-178482412.232647","276981437.296701","0.0769353493775037"
"317_138.01","0.0365613467184035","46.9002186400379","1.29509737613623","0.730297580931939","1.19945124617175","0.273431384084823","45.8827341524184","0.050613207434028","47.9177031276574","0.125014413698939","352.789436432801","472.817627589771","0.0767106570890356"
"383_141.03","0.0071165550965263","43.0202916451188","0.863251144612885","0.834285852353477","0.673023605659182","0.411999422546754","40.5954076990014","0.880693731639109","45.4451755912361","0.915207372049561","-180.013561237441","420.5214353955","0.0507173880787438"
"383_141.01","-0.0292689619018603","41.842652266203","0.86325111843254","0.834285858655811","39.26882847394","3.69290042989689e-10","41.2529291410897","0.119301026987766","42.4323753913162","0.0847798596245946","2431591674.00826","53329327117.5503","0.349359610902164"
"384_5.02","-0.0115181738504136","42.0163119079765","0.0972757478114659","0.992162328575144","0.070158594405985","0.791106006775177","41.4660241568023","0.905789634387964","42.5665996591507","0.893113014416409","-196.057982216287","429.439287574021","0.0538207410907277"
"384_5.04","0.00408524060201068","42.5021127480163","0.0972755672677792","0.992162349973052","0.0410881769599989","0.839367813019801","40.953274972009","0.0942080785821798","44.0509505240237","0.106862828519126","13756.6442078759","24769.6880388859","0.0541578781495968"
"427_45.02","0.163985590310514","36.9555315374133","8.10433597916683","0.0439038990530815","8.04776254558793","0.00455598890364683","34.4345201855818","0.00160923968715225","39.4765428892449","0.828428309106366","-2469.62605802388","108008.529507675","0.336752727987365"
"427_45.03","-0.124714270795741","38.3916417386426","7.65754360551126","0.0536457067707622","8.10980752541999","0.00440264012074854","34.984242853776","0.873721292487509","41.7990406235093","0.0238187580147845","24122450.8911447","238090736.981529","0.345419256500499"
"480_112.04","0.394298635635069","37.5164019165816","8.60197844630881","0.0350787230626692","20.4067585358324","6.26082949828355e-06","36.3178236626052","0.000151831048190717","38.714980170558","0.945347371537702","37.544847350027","2.26041232929614","0.0964980743338522"
"480_112.03","-0.394532332651808","37.5157801172821","8.60197882347527","0.0350787170806696","15.6464231689463","7.63568627381028e-05","36.3176693864914","1.00013344698026","38.7138908480727","0.0547466041922514","-162433850.012428","310292607.042572","0.585366545676042"
"505_57.03","0.0834257554219969","37.6954373781136","6.9519811701196","0.0734441470677375","6.52337170938341","0.0106465973868171","36.6209992850195","0.812964573239823","38.7698754712077","0.992236192380915","31.1418377890009","12.4599337535876","0.039892981085713"
"505_57.01","-0.538592397821976","37.076845578236","7.45782575698622","0.0586520483251247","7.57474431466241","0.00591917757850968","36.9058885834854","0.202906993557859","37.2478025729867","0.0187547181034757","439811402.896051","687385120.284469","0.0849079206423005"
"507_88.01","0.0652436713180073","41.31338137408","6.12218823089622","0.105814490271485","12.2920434489386","0.000454893404362111","35.1600002705127","0.227472423638906","47.4667624776473","1.03041077207007","-76571071.1638914","108121238.930883","0.50322100546859"
"507_88.02","-0.136566635390203","38.4894069081822","6.68457638573013","0.082660684474486","6.63235978316498","0.0100142511453379","35.1600163430698","0.914291614760856","41.8187974732946","0.00492428000628088","12527989.3705303","124575073.924559","0.356240549426354"
"526_33.02","-0.00770311495962468","41.5191504623217","3.82633791017211","0.280837417632889","3.76630847831054","0.052294926902328","35.16000067496","0.991865178788704","47.8783002496835","0.893894655073663","-59025774.8742484","80419037.7220283","0.0578959493467393"
"526_33.04","0.153581132399563","48.3044125843408","6.43146355257595","0.0924049548164891","3.18139995487815","0.074480891335624","47.8374082886348","0.023239534074236","48.7714168800468","0.166685631214209","74.3053460764131","40.8383333178141","0.0340517045616041"
"539_17.01","-33306.5314828901","38.3300012685188","2.30200905419295","0.512136134793023","20.4449838192417","6.13701935670008e-06","38.3299995101123","0.301988592306265","38.3300030269253","0.184855749552691","61.0147278670313","70.524794612446","0.450518785907689"
"539_17.03","0.0404150532407956","39.0006423413429","2.2983305328618","0.512840808008886","2.24460485508228","0.13408115565312","37.5012846356406","0.691440991643164","40.5000000470452","0.812634234649076","-3252.39985427227","12330.2635974292","0.11541608535972"
"593_7.03","0.0143825852553437","45.0539556175326","2.13103718916676","0.5456592927648","12.9848517551848","0.00031402120117574","34.4000003875406","0.264939730372603","55.7079108475246","0.571402569176551","-403322804.610224","2544561237.74196","0.344101863752024"
"593_7.02","-5.0744571131485","36.6983475401051","5.35395939091228","0.147639120355422","5.29587158350496","0.0213760310771181","36.6619627131671","0.922229627864806","36.7347323670432","0.552963140131943","-143933709.77689","1062429477.51479","0.187665100159893"
"596_154.03","-0.0519688716283488","38.9727333104152","5.46799840141825","0.140565245631993","5.41488869987868","0.0199657261295785","38.1106583319105","0.975687524482553","39.8348082889199","0.88608539669871","-211523362.993609","320985596.692579","0.0526677381397299"
"596_154.04","0.0370455293725019","39.2310265037718","5.46799830417878","0.140565251524581","2.53275737841834","0.111505211147419","38.0215554907921","0.024298003110865","40.4404975167515","0.113908990983924","98.5842077843928","84.3220865891831","0.0448732270182819"
"686_148.01","0.0624501840792895","38.4824973874636","4.24297343191678","0.236394493077568","5.5949759846094","0.0180120580244287","35.1600025926164","0.676643327720247","41.8049921823108","1.09162415080163","34.7033935756605","6.31448171582316","0.0993019648145042"
"686_148.02","-2.26031655746851","37.0380213110205","7.45543086516719","0.0587147502636564","7.39562735231093","0.00653826177109651","36.9605794200913","0.355298151139954","37.1154632019497","0.00521177452205164","365495.605971705","740333.74643967","0.170962233261273"
"698_9.03","0.225459108260525","36.4944269811058","5.09492130835016","0.16497703857767","1.12281263682295","0.289313625617533","36.0298134662247","0.71640917337308","36.9590404959869","0.925911870874832","33.9296879361984","6.85212189382504","0.0790579629782552"
"698_9.04","-4.65739691302518","36.7236781668407","7.15597024882105","0.0670891745582222","27.6209971439383","1.47568151476207e-07","36.6964969690538","0.315335088558084","36.7508593646276","0.0621478352277304","236971385.96969","4562133470.98002","0.348080462324612"
"747_137.02","0.0145286299882627","40.0390446188114","1.74875710449759","0.626148926080846","0.137068763722123","0.711212623845133","36.9449993516676","0.909821064694707","43.1330898859552","0.999725542401243","17.0203116210959","31.6366899146601","0.0828335492185339"
"747_137.04","-0.75602510812831","40.2159554663119","2.32018068845089","0.508665851044895","2.95474277722777","0.0856259305018507","40.1545838410092","0.0928064955047468","40.2773270916147","9.51619369617917e-06","777072404.543637","1269700877.51744","0.0926828057727362"
"787_59.04","-0.0270399547904137","42.9883437430862","0.790897752207837","0.851642909520479","0.637705824164829","0.424542774421883","41.7188188365106","0.90329688781569","44.2578686496617","0.834641095657476","-99.0328267036968","278.908609658538","0.105544925239228"
"787_59.01","0.0458076008610557","44.2180941278705","0.790898012410505","0.851642847356225","24.472687144858","7.53707432576967e-07","43.4690980153742","0.096734817651552","44.9670902403667","0.165354247586976","85260399.2283756","1642586302.04943","0.347572266958015"
"819_75.02","-0.00646571395472208","40.307303771622","2.02695978812473","0.566829997866813","2.00021773893109","0.157276612629501","36.6209991624937","0.922650023888425","43.9936083807503","0.874980841583231","-2366899069.9133","4169752449.0648","0.0430657025763664"
"819_75.01","0.00644504712934161","40.3157124030801","2.02695659391004","0.566830656355296","1.26103370355112","0.261455515285541","36.6209781273248","0.0774150365244334","44.0104466788354","0.125040509599707","180.588613774968","248.018834367716","0.0414988030225217"
"821_133.03","0.0037211007528266","39.5222567380602","0.900905562351618","0.825209270495201","1.10172759193717","0.293887282494666","34.4000000832089","0.891620604980906","44.6445133929116","0.929741471169983","-25.4365478852678","114.348269471981","0.0399645353087777"
"821_133.01","-0.078148275605222","47.1721238835462","2.56276182170383","0.464055310881889","2.96293925780104","0.0851929452393315","46.7961037215089","0.102325276115241","47.5481440455835","0.0435546216032258","1550466837.81075","2823585776.89815","0.0450673338514398"
"826_109.02","-0.00962318467043518","40.0579019642057","4.8180847152076","0.18561291560991","4.76758036662929","0.0290005567741761","34.4000067402927","0.997041766605337","45.7157971881187","0.888147825433961","-712344532.057403","995115544.318362","0.0558810985516342"
"826_109.04","0.0138413093953353","38.8601760071757","4.91202100356941","0.178353924586689","3.45145429482361","0.0631961420609255","34.9647855462359","1.55684700461336e-05","42.7555664681155","0.107850177641057","117.044744121708","105.073331600271","0.0520750332865299"
"830_124.03","-0.0422689884177712","36.3926168768197","2.61101546621504","0.455561665257393","2.54873978098662","0.110382269099993","35.160003834438","0.627955238288537","37.6252299192015","0.523752625464482","-298.282140579034","6470.51892780255","0.0728731992121211"
"830_124.01","0.0764967134823855","35.8866351372234","2.64146479548619","0.450266559889625","2.58143577700237","0.108123548046811","35.2283610869221","0.36933008172263","36.5449091875247","0.47004168456021","126059.253697229","2401776.55940017","0.0728672331477831"
"861_127.02","0.019523621101919","40.0242093779256","1.10925553484499","0.774840243629791","0.440460792021664","0.506900134502581","38.537815452932","0.910471314665651","41.5106033029193","0.968510898265192","-13.81149751843","81.0142404826716","0.0772795491705624"
"861_127.01","-0.2103840142817","46.9962780547278","1.34835696411818","0.717683505144368","1.29476765444633","0.255171188203986","46.8130394636031","0.0771015402407516","47.1795166458525","5.99496475621437e-07","26713492.2095315","39233041.3681259","0.0796766917370045"
"921_66.02","-0.0484179191350623","38.0182148731806","6.84508487965422","0.0770028298807486","6.96625507288589","0.00830611511298951","36.6996526934623","0.999995961429907","39.3367770528989","0.872311887445604","-491302191.902991","791338884.821747","0.0707370593518269"
"921_66.04","515.964899521762","37.1500553925886","2.74519444972469","0.432601526200677","0.895161147725567","0.344082507464361","37.1500277811951","0.0582142581104349","37.150083003982","0.0867072778328802","100.336352895973","89.9197187793379","0.0646692296570141"
"922_73.04","0.258857748311031","37.5160407636219","8.34359399552827","0.0394195643574374","16.7005460528665","4.3768398645061e-05","36.4799302643765","4.3737467415375e-05","38.5521512628672","0.536454199139545","49.7681167541742","40.4383057853807","0.582694508944031"
"922_73.02","-0.25900093676371","37.515602251155","8.34359477456424","0.0394195505104383","8.29027674111863","0.00398579140654365","36.4800682223083","1.00000541314415","38.5511362800017","0.463596846100168","-85164902.7053689","389306330.633315","0.244277680897738"
"979_154.01","0.0163073643047676","41.3311803297568","3.48724884616906","0.322419672219668","0.0831883416051404","0.77302228108506","37.1824246686964","0.790444348518193","45.4799359908173","0.925754888470953","14.8752118867342","61.4249842799048","0.0807202532677282"
"979_154.03","-0.0162951696659108","41.3035589392423","3.48750418654781","0.322386405897064","3.44560328461914","0.063420264719295","37.1500130821441","0.209793146837055","45.4571047963405","0.0744276779239445","742674023.391221","1779622520.50858","0.0954996578876858"
"1027_28.02","0.0122497980719873","40.6259756828628","5.47696548123818","0.140022846315033","1.68912129388594","0.193716842477668","36.6210000315269","0.896754465171283","44.6309513341988","0.994874751195466","18.7810365347555","30.8939591634249","0.0379268288120464"
"1027_28.01","-0.0100482672911789","41.6595438468766","5.40428104765915","0.144477088009895","5.36580306460779","0.0205353307434631","36.6209997341452","0.101260099276197","46.698087959608","2.82326995579565e-06","477997.241517415","710565.589250289","0.0541730723817373"
"1038_5.01","0.0316060487183768","39.3296541030262","4.95757103809725","0.174930496295694","19.6442282606103","9.32846639800644e-06","34.4000000870388","0.398896585581948","44.2593081190136","0.710510355570029","-804251472.288167","1947484948.44771","0.326411771045323"
"1038_5.02","-0.032689898336369","39.1537348162081","4.96383216409514","0.174464769212379","9.572565970245","0.0019750653462679","34.4000003985073","0.600372184607381","43.9074692339088","0.289573994941908","64.5104546369641","504.959402744783","0.269214403669111"
"1055_48.02","0.122133466229451","37.3078319021559","6.02292004006793","0.110500424425001","0.0107443905032412","0.917443018505383","35.160002756182","0.203686706507117","39.4556610481298","0.728330343439987","38.8196068150298","26.6260234929099","0.15227585939215"
"1055_48.04","-0.120155334627134","37.318216641028","6.02188586825137","0.110550271477923","5.9618390391719","0.014618784916786","35.1600000218935","0.790566888056223","39.4764332601626","0.271924407916325","77881862.3812342","1522030961.3464","0.21192831036201"
"1071_36.02","-0.0706879753635313","47.6283095887469","2.35664543329696","0.501756079560615","2.29666356391205","0.12965223285723","46.8262084155649","0.871745658240636","48.4304107619289","0.758347842302739","-3309768.24325084","7758564.22748379","0.0868490772439327"
"1071_36.04","0.0986215144665698","46.8114386921412","2.35664543812286","0.501756078650917","1.90273205596011","0.167772833604845","46.236442756369","0.128248245835152","47.3864346279133","0.241662185831093","251.528289557234","497.100552887104","0.0836242793484272"
"1080_18.03","0.0166173438276669","40.2691867445641","2.95096750670369","0.399246968130715","1.53415819632684","0.215489444816688","38.3297649645201","0.913790699237532","42.2086085246081","0.978246776329246","17.4292045792753","32.4169091696148","0.0408691585321624"
"1080_18.01","-0.00651944259293759","44.0500818974308","3.13162445276449","0.37177311276911","3.07806702068855","0.0793547858570914","37.6973095480902","0.0828493530281688","50.4028542467715","1.62837531139557e-05","16970155.1321468","24285045.7521988","0.0509377108201149"
"1097_68.04","0.00980646903482818","45.212629580591","1.60180089609912","0.658981547556614","0.621558584760106","0.430468695189896","40.4999991838124","0.915957733361562","49.9252599773695","1.00838626147876","-1.67232106407312","62.0274475855746","0.0750741985934665"
"1097_68.01","-0.0145239177786652","44.8842084937012","1.61676791554288","0.655593812142109","1.55673753073895","0.21214354856043","41.9937764287052","0.0839673780808365","47.7746405586972","6.58276719783518e-06","249942006.77231","362852570.133663","0.0790146681821799"
"1100_86.01","0.0282084466352646","38.5715919401734","6.59986265376181","0.0858062794596741","5.47954852134582","0.0192402277565967","34.4000001768553","0.782227494926489","42.7431837034915","1.01757574220583","31.2802063919666","11.8538734684474","0.0616645523591635"
"1100_86.02","-0.380361619886545","37.7463205158241","7.63919466492041","0.054087769930718","7.59097168683057","0.00586613230719901","37.500527104756","0.19220824061888","37.9921139268923","0.00522748063622236","2609638648.52875","4506343922.18172","0.106538914866029"
"1112_152.01","0.0801974854163609","38.7343210343004","3.33849337521179","0.342320917392623","2.01087044336077","0.156175689798657","38.3387424277021","0.910282450431539","39.1298996408988","0.973731269498925","-2.18912809792359","62.5304725802985","0.0478735422784449"
"1112_152.03","-3.27998888606649","40.4586425279112","3.3362221194671","0.342632935261746","5.22750761976951","0.022232368215759","40.449203491977","0.0887773323136972","40.4680815638455","0.0268574663945377","144222270.979661","182560964.200536","0.0562348574298565"
"1116_83.03","-0.0139089871955331","39.2779624471464","3.49142157574882","0.321876419178611","3.53299816290462","0.0601589125729279","35.1800178208294","0.96222614072508","43.3759070734633","0.848229622054187","-59032916.4966681","103411737.886808","0.0711275745539962"
"1116_83.01","0.0143862827298609","39.2521084828733","3.49970061332347","0.320800952329339","1.85430831186343","0.173283142494585","35.1600061348074","0.0338771604772312","43.3442108309392","0.151617443154839","104.910741694421","113.437834397107","0.0647507372222489"
"1153_11.02","0.0156181329217712","53.7557872755803","7.22100319556203","0.0651774927068072","3.32655179008856","0.0681696548063095","49.2990985112774","0.0482908631682755","58.2124760398831","0.187501178191967","78.642092010431","51.5349884741687","0.0275871223856785"
"1153_11.04","-0.00438532232709333","41.2782383174479","1.90773749695352","0.591775150683225","1.86766917435682","0.171742270751142","34.400000360988","0.963043092494147","48.1564762739079","0.902716511531098","-1263646357.81875","1842922313.45399","0.0466555726404816"
"1197_5.02","0.162097274263632","37.1036910181766","8.48739374276303","0.0369428455142816","18.8568638327712","1.40903162438866e-05","34.8736369480352","0.268233308999639","39.3337450883181","0.991204681460542","36.126885197017","6.48572650814823","0.0682327000193992"
"1197_5.04","-0.192113254826419","37.2955051943214","8.54439463796543","0.0360037387112323","8.5239466425769","0.00350503559062687","35.5745820513521","0.669042986066058","39.0164283372908","0.00781869346215896","155331.197140647","592817.987046093","0.267463192777201"
"1199_34.03","0.0198455007419986","39.3843971956055","4.68842054147362","0.196086865804574","0.00178372168698004","0.96631205548899","36.6210005209583","0.89032989553177","42.1477938702527","1.00001187704607","22.4112628319153","24.260443352575","0.0566199051784201"
"1199_34.01","-0.0403763180472314","37.8831752176057","4.91467343255876","0.17815286592612","4.86628050429341","0.0273864675092461","36.6210000452372","0.101923980181477","39.1453503899742","7.79973693857488e-09","356153290.319183","514606751.027257","0.069919519200237"
"1232_133.01","-0.0532008692604515","38.2286463773034","6.7666318062378","0.0797199396201931","7.34902407821159","0.00670991701772772","34.4108149981332","0.909263599531177","42.0464777564736","0.503039703407812","-935955373.794455","6188849716.11769","0.175888694484646"
"1232_133.03","0.0530589099591981","38.2286042904626","6.76987598696913","0.0796057712503276","1.60332853038252","0.205432146593301","34.4000002611814","0.0904560337199453","42.0572083197437","0.496739146638052","53.4902357819865","61.2829427704074","0.131968764761992"
"1235_17.04","-0.0342660369928359","38.0757078013856","5.03906386781561","0.168958942394719","6.11589125108471","0.013397184484615","34.9974312246201","0.999998818865347","41.1539843781511","0.789038140758095","-432301257.533457","1002435147.3188","0.114687020630113"
"1235_17.02","0.137179970708895","37.1986888788424","5.37924423165059","0.14604221597538","17.1340861186923","3.48315502126662e-05","36.4933829850517","2.87098655279534e-05","37.9039947726332","0.193536393567583","85453.7468077455","172179.634259988","0.302343173336875"
"1248_26.02","0.0102374568906475","41.365715735116","3.5775330415575","0.310844691607337","2.14959752489704","0.142607268549445","36.6209971532668","0.902851889125721","46.1104343169651","0.99999959300559","26.2177460275719","18.4305436429817","0.0450744246817001"
"1248_26.04","-0.64098433130171","39.8849408623514","4.16856344426797","0.243828187165539","4.10864933536493","0.0426644223856983","39.8149816185487","0.0980229439096382","39.9549001061541","0.00833738569518115","180665541.163317","259935148.397771","0.061766848360939"
"1256_4.02","-0.0195125072385058","41.0814221636654","1.05691238282622","0.787484440332127","1.00914386169496","0.315108030632131","40.5015332980049","0.0697730251754973","41.661311029326","0.0471428537980366","72342894.4558888","105149746.490044","0.0538741085417063"
"1256_4.04","0.0288306558449986","41.219073620408","1.17984483537199","0.757842300024974","1.07608849725595","0.299574236711015","40.4974418696437","0.925603979655224","41.9407053711723","0.967214212961442","-234.465028271109","399.324651066874","0.053733455579579"
"1343_28.03","-0.0608921620098955","38.5192496136573","3.87133165509594","0.275697374431648","3.82890459357694","0.050375845347317","37.8534007704648","0.957580626280546","39.1850984568498","0.876490675012989","-490504472.868051","784559625.337095","0.0583952185545832"
"1343_28.04","0.0226504953451447","48.2951473458098","4.20731184027824","0.239930850209644","1.96453329102128","0.161029319843354","45.5806182821307","0.0588499207867512","51.0096764094888","0.181820776628997","82.7579758800904","65.0087611408288","0.0429855386491021"
"1345_94.02","-0.129756139644639","45.9541952172882","5.05416997486611","0.167873255899512","4.99467606200422","0.0254254123272732","45.3102480328626","0.931102014287662","46.5981424017139","0.763989812715452","-244608561.636208","466074865.906353","0.0861901342615398"
"1345_94.04","0.102422568100618","47.280812426537","5.00452815513473","0.171465870656699","2.28900200340208","0.130293677889653","46.4804307232025","0.0720546730973643","48.0811941298714","0.236008972129884","85.1740396565164","81.4686336768102","0.0754706547832902"
"1357_12.02","0.161606433014623","37.8020992102707","8.30046471791035","0.0401934867789649","14.0175089550139","0.000181116257131353","36.3213952414914","0.49169124398067","39.2828031790501","0.970273817470733","-49790353.3640216","52748041.2518523","0.281707315435897"
"1357_12.04","-0.152436131084513","37.5850452511697","8.39165880502461","0.0385742091161495","8.33807533879936","0.00388227039760347","35.7941852281622","0.571410162073711","39.3759052741772","0.0254266156313351","30188919.6413617","90824394.8347325","0.211102603641431"
"1381_118.02","-0.0365133906303673","37.1801642085808","3.33971200528218","0.342153608159111","3.27976348454868","0.070139036010056","34.4000000581894","0.961993166677516","39.9603283589722","0.758966727397947","-197312.997537183","499354.23796226","0.112889862911969"
"1381_118.04","0.562496270934926","37.1171353645707","4.42555674254721","0.21902735115594","4.32967988003474","0.0374532890764168","36.9536554696205","0.0562222179357138","37.2806152595208","0.240135880500284","318.119626891339","699.478876720677","0.112656288606911"
"1413_123.04","0.0324631480987617","43.8608413743","4.69746675649826","0.195338627267267","22.7792105798406","1.81720883507541e-06","40.5016457444856","0.481294307881398","47.2200370041143","0.699394438328151","-428944960.323624","1076984371.07007","0.316972191036895"
"1413_123.02","-0.0170503299775417","42.3738283711609","3.71765251846382","0.293610914325551","3.76125826395296","0.0524530927069501","36.2476565162466","0.530673899759753","48.5000002260752","0.321767396508918","139870279.830484","2594137482.77856","0.128632769426003"
"1422_135.01","-0.0191545473518747","39.6960297440272","2.49572843937815","0.476063544647585","38.1020013647081","6.71412259123372e-10","38.329128708024","0.142066261603227","41.0629307800304","0.089701520364325","2132030593.34643","35234898420.8872","0.328870745798816"
"1422_135.04","0.00600703241764346","41.9748504874198","1.42226820733857","0.700323341793578","0.88101515249938","0.347923788050746","38.3299983305274","0.868104431074938","45.6197026443121","0.911893921202878","-80.3059080313131","238.870719693789","0.04414652590604"
"1438_19.01","0.00651235123161024","43.5880807506196","0.705224261881671","0.871974467380628","0.0381951332211834","0.845051830028525","36.9450010442975","0.798142842779751","50.2311604569417","0.884666979394055","-11.9886702203986","137.273400929828","0.107798815148564"
